station_name X Y Z dish_dia el_low el_high SEFD altitude
CS028HBA1LOFAR 3825656.283000 461242.749000 5065564.025000 31.3 15 90 3000.0 8.050607396767091
CS030HBA0LOFAR 3826041.577000 460323.374000 5065357.614000 31.3 15 90 3000.0 7.7017815726657375
CS030HBA1LOFAR 3825958.428000 460405.233000 5065412.628000 31.3 15 90 3000.0 7.720215447621619
CS031HBA0LOFAR 3826383.037000 460279.343000 5065105.850000 31.3 15 90 3000.0 8.065040456025855
CS031HBA1LOFAR 3826477.725000 460324.381000 5065030.705000 31.3 15 90 3000.0 8.041159353947677
CS032HBA0LOFAR 3826864.262000 460451.924000 5064730.006000 31.3 15 90 3000.0 8.747638084850216
CS032HBA1LOFAR 3826947.411000 460370.066000 5064674.992000 31.3 15 90 3000.0 8.746348427281681
CS101HBA0LOFAR 3825899.977000 461698.906000 5065339.205000 31.3 15 90 3000.0 7.467135363117045
CS101HBA1LOFAR 3825805.288000 461653.869000 5065414.350000 31.3 15 90 3000.0 7.4930060840770025
CS103HBA0LOFAR 3826331.590000 462759.074000 5064919.620000 31.3 15 90 3000.0 7.7412803118362845
CS103HBA1LOFAR 3826248.441000 462840.933000 5064974.634000 31.3 15 90 3000.0 7.78332922520265
CS201HBA0LOFAR 3826679.281000 461855.243000 5064741.380000 31.3 15 90 3000.0 8.320239171231911
CS201HBA1LOFAR 3826690.821000 461982.139000 5064721.249000 31.3 15 90 3000.0 8.339827422209588
CS301HBA0LOFAR 3827442.564000 461050.814000 5064242.391000 31.3 15 90 3000.0 9.199828344566583
CS301HBA1LOFAR 3827431.025000 460923.919000 5064262.521000 31.3 15 90 3000.0 9.195755460043777
CS302HBA0LOFAR 3827973.226000 459728.624000 5063975.300000 31.3 15 90 3000.0 18.699346153437176
CS302HBA1LOFAR 3827890.077000 459810.483000 5064030.313000 31.3 15 90 3000.0 18.672304730919535
CS401HBA0LOFAR 3826795.752000 460158.894000 5064808.929000 31.3 15 90 3000.0 9.589679298000078
CS401HBA1LOFAR 3826784.211000 460031.993000 5064829.062000 31.3 15 90 3000.0 9.607006494746699
CS501HBA0LOFAR 3825568.820000 460647.620000 5065683.028000 31.3 15 90 3000.0 7.737223316342501
CS501HBA1LOFAR 3825663.508000 460692.658000 5065607.883000 31.3 15 90 3000.0 7.697142736167038
RS106HBALOFAR 3829205.598000 469142.533000 5062181.002000 31.3 15 90 3000.0 9.948455345120117
RS205HBALOFAR 3831479.670000 463487.529000 5060989.903000 31.3 15 90 3000.0 10.512692576197281
RS208HBALOFAR 3847753.310000 466962.809000 5048397.244000 31.3 15 90 3000.0 13.120217572449839
RS210HBALOFAR 3877827.561860 467536.604956 5025445.584000 31.3 15 90 3000.0 20.52656798342406
RS305HBALOFAR 3828732.721000 454692.421000 5063850.334000 31.3 15 90 3000.0 13.67271173058721
RS306HBALOFAR 3829771.249000 452761.702000 5063243.181000 31.3 15 90 3000.0 14.534464113689523
RS307HBALOFAR 3837964.520000 449627.261000 5057357.585000 31.3 15 90 3000.0 16.48596777662734
RS310HBALOFAR 3845376.290000 413616.564000 5054796.341000 31.3 15 90 3000.0 -0.5380140012455215
RS406HBALOFAR 3818424.939000 452020.269000 5071817.644000 31.3 15 90 3000.0 17.92797120602858
RS407HBALOFAR 3811649.455000 453459.894000 5076728.952000 31.3 15 90 3000.0 1.293698963785026
RS409HBALOFAR 3824812.621000 426130.330000 5069251.754000 31.3 15 90 3000.0 9.154736280177588
RS503HBALOFAR 3824138.566000 459476.972000 5066858.578000 31.3 15 90 3000.0 5.707140179544773
RS508HBALOFAR 3797136.484000 463114.447000 5086651.286000 31.3 15 90 3000.0 -2.507342782242638
RS509HBALOFAR 3783537.525000 450130.064000 5097866.146000 31.3 15 90 3000.0 0.9481903227132378
