station_name X Y Z dish_dia el_low el_high SEFD altitude
A0164 -2037645.440750639 -4483637.700215728 4041988.371510132 5.0 15.0 85.0 110.0 5000.0
A0165 -2035530.57959388 -4486009.769711495 4040423.521123827 5.0 15.0 85.0 110.0 5000.0
A0166 -2035780.0776480562 -4484094.14266773 4042421.395455187 5.0 15.0 85.0 110.0 5000.0
A0167 -2037188.3534438412 -4483541.866804583 4042325.1633766447 5.0 15.0 85.0 110.0 5000.0
A0168 -2036114.1692953208 -4483827.396350273 4042549.499818014 5.0 15.0 85.0 110.0 5000.0
A0169 -2037843.9986461306 -4483670.092060337 4041851.6986015537 5.0 15.0 85.0 110.0 5000.0
A0170 -2038359.046218663 -4484139.603087662 4041075.467629631 5.0 15.0 85.0 110.0 5000.0
A0171 -2036255.4525106032 -4483732.70991184 4042584.8317509387 5.0 15.0 85.0 110.0 5000.0
A0172 -2038629.051899052 -4484716.574219025 4040294.533630984 5.0 15.0 85.0 110.0 5000.0
A0173 -2037793.130595186 -4486191.6332819415 4039072.778630477 5.0 15.0 85.0 110.0 5000.0
A0174 -2038092.555332918 -4485957.104778236 4039182.7352765617 5.0 15.0 85.0 110.0 5000.0
A0175 -2036128.28731835 -4486463.982012413 4039611.355056412 5.0 15.0 85.0 110.0 5000.0
A0176 -2037632.6106898133 -4486288.632249744 4039045.587873874 5.0 15.0 85.0 110.0 5000.0
A0177 -2037163.3576205412 -4483503.738654783 4042379.682235882 5.0 15.0 85.0 110.0 5000.0
A0178 -2037294.2439551062 -4486442.158142576 4039045.893062679 5.0 15.0 85.0 110.0 5000.0
A0179 -2038104.379067697 -4483765.009490208 4041615.8854798903 5.0 15.0 85.0 110.0 5000.0
A0180 -2037160.606465426 -4486489.2981270375 4039060.3291030023 5.0 15.0 85.0 110.0 5000.0
A0181 -2035881.0731265736 -4486389.613661868 4039821.0119809574 5.0 15.0 85.0 110.0 5000.0
A0182 -2035178.8259459035 -4485506.09508741 4041161.227129075 5.0 15.0 85.0 110.0 5000.0
A0183 -2036389.7572269365 -4483630.756340803 4042628.631619101 5.0 15.0 85.0 110.0 5000.0
A0184 -2038652.677712808 -4485054.2019430855 4039905.527029988 5.0 15.0 85.0 110.0 5000.0
A0185 -2035316.849401952 -4484628.240418719 4042061.8800791083 5.0 15.0 85.0 110.0 5000.0
A0186 -2035185.272452164 -4485618.55287818 4041033.6731297364 5.0 15.0 85.0 110.0 5000.0
